Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship
0.8157879716596849,-0.700424612890192,0.6743851477036231,-0.3595969462114572,0,1,-0.5688870221817812,1.078494943951791,False,False,False,True,False,True
0.8157879716596849,-0.700424612890192,-1.0520638162227207,-0.3595969462114572,1,1,2.099232098180712,-1.581021135557879,False,False,False,True,False,True
-0.9304889255347963,0.007651641539125257,-1.6968821039542468,-0.3595969462114572,2,1,-0.3687780881545942,0.9455496320203285,False,False,False,True,False,True
-0.05735047693755577,0.007651641539125257,-0.7400549673203695,-0.3595969462114572,0,0,-0.7022929781999059,0.9522578817049435,True,False,False,False,False,True
0.8157879716596849,0.007651641539125257,1.4856081548497364,-0.3595969462114572,1,1,-0.5021840441727189,0.6083076251483157,False,False,True,False,False,True
0.8157879716596849,0.7157278959684424,0.9031916368986808,1.1922403212590726,0,1,-0.16866915412740718,-1.4005082349536913,False,True,False,False,False,True
-0.05735047693755577,-1.4085008673195092,-0.5944508378326054,-0.3595969462114572,1,1,1.031984450035715,-1.001062458278884,False,False,False,True,True,False
0.8157879716596849,1.4238041503977596,1.069596356313268,1.1922403212590726,0,1,-0.4354810661636565,-1.0730236821683914,False,False,False,True,False,True
-0.9304889255347963,1.4238041503977596,1.069596356313268,-1.135515579946722,1,0,-0.3687780881545942,0.472922949695175,False,False,False,True,False,False
-0.05735047693755577,0.007651641539125257,-2.2376974420516555,-1.135515579946722,0,1,-0.5688870221817812,0.9144477471189313,False,False,False,True,False,True
0.8157879716596849,0.007651641539125257,-0.5112484781253118,0.41632168752380766,0,1,0.6984695599904032,0.20398312143015224,False,False,False,True,False,True
0.8157879716596849,1.4238041503977596,0.17517098945986104,-0.3595969462114572,1,1,0.9652814720266525,-0.13203920368102137,True,False,False,False,False,True
-0.9304889255347963,0.007651641539125257,0.008766270045273687,-0.3595969462114572,2,0,-0.5688870221817812,0.4314537698266454,False,False,False,True,True,False
1.6889264202569254,-1.4085008673195092,0.2375727592403313,3.5199962224648673,0,1,-0.7022929781999059,0.772964662861595,False,True,False,False,False,True
-0.05735047693755577,0.7157278959684424,-1.3432720751982485,-0.3595969462114572,0,1,-0.6355900001908436,0.9626251766720759,True,False,False,False,False,True
-0.05735047693755577,0.7157278959684424,0.6743851477036231,-0.3595969462114572,0,0,1.5656082741082133,-0.9364193249544115,False,True,False,False,False,True
-0.9304889255347963,0.7157278959684424,-0.7608555572471928,-1.135515579946722,1,1,2.5661529442441484,-1.351720964520127,False,True,False,False,False,True
-0.05735047693755577,0.007651641539125257,-1.4264744349055423,-0.3595969462114572,0,0,1.4989052960991511,-1.3017140123257236,False,False,False,True,True,False
-1.803627374132037,-0.700424612890192,-0.09523667958884341,1.1922403212590726,0,0,-0.3687780881545942,0.9492086773028457,False,False,False,True,False,True
-0.05735047693755577,0.007651641539125257,0.7367869174840934,-0.3595969462114572,0,1,-0.5021840441727189,0.44974899623923204,False,False,True,False,False,True
-0.9304889255347963,-1.4085008673195092,-0.5944508378326054,-0.3595969462114572,1,0,1.8324201861444627,-0.06739607035654877,False,True,False,False,True,False
-1.803627374132037,0.7157278959684424,-1.2392691255641315,0.41632168752380766,0,0,-0.4354810661636565,-1.1242503161236337,False,False,False,False,False,False
-0.05735047693755577,-0.700424612890192,1.3400040253619725,1.1922403212590726,1,1,-0.5021840441727189,-1.0650957507229373,False,False,False,False,False,True
-1.803627374132037,0.007651641539125257,0.320775118947625,-0.3595969462114572,0,1,-0.30207511014553184,0.8979820433476033,False,False,False,True,False,True
-0.9304889255347963,1.4238041503977596,0.9863939966059744,-0.3595969462114572,0,1,0.2982516919360292,-0.37414603320758383,False,False,False,True,False,True
2.562064868854166,1.4238041503977596,1.1735993059473853,0.41632168752380766,1,0,-0.16866915412740718,-1.5730932041124246,False,False,False,True,False,True
0.8157879716596849,-1.4085008673195092,0.6327839678499763,1.1922403212590726,0,0,-0.5021840441727189,-1.5432110009718665,False,False,False,True,False,True
-0.9304889255347963,-1.4085008673195092,-0.46964729827166496,0.41632168752380766,1,0,-0.30207511014553184,1.3645103168685613,False,False,True,False,False,True
-0.05735047693755577,0.7157278959684424,-1.4680756147591891,3.5199962224648673,1,0,-0.7022929781999059,1.1187444420594814,False,True,False,False,False,True
-0.9304889255347963,0.7157278959684424,0.07116803982574395,-1.135515579946722,0,1,-0.16866915412740718,0.6997837572112486,False,False,False,True,False,True
-0.9304889255347963,0.007651641539125257,-0.9064596867349568,-0.3595969462114572,1,0,1.9658261421625873,-1.3925803035082371,False,False,False,True,False,True
-0.05735047693755577,1.4238041503977596,-0.32404316878390105,1.1922403212590726,1,0,-0.16866915412740718,-0.06678622947612922,False,False,True,False,False,True
-0.05735047693755577,0.007651641539125257,0.07116803982574395,0.41632168752380766,0,1,1.4322023180900887,-0.12228174959430853,False,True,False,False,True,False
-0.05735047693755577,-1.4085008673195092,-1.072864406149544,0.41632168752380766,0,1,-0.5021840441727189,1.0815441483538888,False,False,False,True,False,True
0.8157879716596849,-0.700424612890192,0.3415757088744484,1.1922403212590726,1,1,-0.23537213213646951,-1.0547284557558048,False,True,False,False,False,False
-0.9304889255347963,0.7157278959684424,-1.3016708953446017,0.41632168752380766,2,0,-0.7689959562089682,0.36742047738259237,False,False,False,True,False,True
-0.05735047693755577,0.007651641539125257,0.7991886872645636,1.1922403212590726,0,0,-0.16866915412740718,-1.5730932041124246,False,False,False,True,False,True
-0.05735047693755577,1.4238041503977596,-0.6152514277594289,-1.135515579946722,1,1,3.099776768316647,-0.8583596922607087,False,False,False,False,False,True
0.8157879716596849,-0.700424612890192,-0.8024567371008396,-1.135515579946722,2,0,-0.7689959562089682,0.8937131571846665,True,False,False,False,False,True
-0.05735047693755577,1.4238041503977596,0.7367869174840934,-1.135515579946722,1,0,-0.6355900001908436,1.2553487992734613,False,False,False,True,False,True
-0.05735047693755577,-1.4085008673195092,-0.8024567371008396,-0.3595969462114572,1,1,-0.3687780881545942,0.7540595955685889,False,False,False,False,False,False
-0.05735047693755577,-1.4085008673195092,-0.012034319881549732,-1.135515579946722,1,0,-0.3687780881545942,-0.14728522569151017,False,False,False,True,False,False
-0.9304889255347963,-0.700424612890192,-0.6360520176862523,-1.135515579946722,2,0,-0.30207511014553184,0.4643851773693013,False,False,True,False,True,False
-0.05735047693755577,-0.700424612890192,-0.9896620464422504,-0.3595969462114572,0,0,-0.10196617611834485,-1.0492398878320288,False,False,False,False,False,True
1.6889264202569254,-1.4085008673195092,1.1111975361669149,0.41632168752380766,0,1,-0.23537213213646951,-1.4657612091585834,False,False,False,False,False,True
-0.05735047693755577,0.007651641539125257,-0.22004021914978392,0.41632168752380766,1,0,-0.3687780881545942,0.7967484571979576,False,True,False,False,False,True
-0.9304889255347963,-0.700424612890192,0.15437039953303763,-0.3595969462114572,1,0,2.632855922253211,-0.9132453714984685,True,False,False,False,False,False
-0.9304889255347963,-1.4085008673195092,0.71598632755727,0.41632168752380766,2,0,2.299341032207899,-0.32657844453485874,False,True,False,False,False,True
-0.05735047693755577,0.007651641539125257,-1.5928791543201295,-0.3595969462114572,0,0,0.5650636039722785,-1.0315545022998618,False,False,False,True,False,False
-0.9304889255347963,0.7157278959684424,-0.3864449385643713,-0.3595969462114572,1,0,1.2320933840629018,-0.1924134508425571,False,False,False,False,False,True
0.8157879716596849,0.7157278959684424,0.9239922268255042,-0.3595969462114572,0,0,-0.7689959562089682,1.29803766090283,False,False,False,False,False,True
0.8157879716596849,1.4238041503977596,-0.6360520176862523,0.41632168752380766,2,1,-0.16866915412740718,-1.4919843670166242,False,False,False,True,False,True
0.8157879716596849,0.007651641539125257,-0.2824419889302542,0.41632168752380766,0,0,-0.7022929781999059,-0.8687269872278411,False,False,False,False,False,True
0.8157879716596849,1.4238041503977596,-1.5720785643933062,-0.3595969462114572,0,0,-0.5688870221817812,1.2730341848056284,False,False,False,True,False,True
-0.05735047693755577,0.007651641539125257,1.0279951764596211,-1.135515579946722,0,1,1.699014230126338,-0.6833353595802971,False,True,False,False,False,True
-0.05735047693755577,-0.700424612890192,0.71598632755727,1.1922403212590726,1,1,-0.16866915412740718,-1.2065788349802735,False,False,False,True,False,True
-0.9304889255347963,1.4238041503977596,-1.1352661759300144,-0.3595969462114572,1,1,2.099232098180712,-1.3553800098026443,False,True,False,False,False,True
0.8157879716596849,-1.4085008673195092,1.1527987160205617,-0.3595969462114572,0,0,1.2320933840629018,-0.2985257640355593,False,False,False,True,False,True
-0.05735047693755577,0.7157278959684424,-1.4472750248323656,-0.3595969462114572,0,1,-0.3687780881545942,0.6320914194846783,False,True,False,False,False,False
